"Name","Unknown 1","Value","Durability","Armor","Hit","Damage","Vitality","Mana","Might","Grace","Will","Unknown 2","Unknown 3","Class","Unknown 4","Level","Regen","Protection","Damage S","Damage L"
"Earth Helmet",0,6000,560000,560,0,0,0,0,0,0,0,0,0,"Peasant",0,56,0,0,0,0
"Earth Cap",0,6000,560000,560,0,0,0,0,0,0,0,0,0,"Peasant",0,56,0,0,0,0
"Star Helmet",0,50000,660000,660,0,0,0,0,0,0,0,0,0,"Peasant",0,66,0,0,0,0
"Star Cap",0,50000,660000,660,0,0,0,0,0,0,0,0,0,"Peasant",0,66,0,0,0,0
"Moon Helmet",0,125000,760000,760,0,0,0,0,0,0,0,0,0,"Peasant",0,76,0,0,0,0
"Moon Cap",0,125000,760000,760,0,0,0,0,0,0,0,0,0,"Peasant",0,76,0,0,0,0
"Sun Helmet",0,250000,860000,860,0,0,0,0,0,0,0,0,0,"Peasant",0,86,0,0,0,0
"Sun Cap",0,250000,860000,860,0,0,0,0,0,0,0,0,0,"Peasant",0,86,0,0,0,0
"Phoenix Helmet",0,25000,960000,960,0,0,0,0,0,0,0,0,0,"Peasant",0,96,0,0,0,0
"Phoenix Cap",0,25000,960000,960,0,0,0,0,0,0,0,0,0,"Peasant",0,96,0,0,0,0
"War Hat",0,5000,350000,350,0,0,0,0,1,0,0,0,0,"Peasant",0,35,0,0,0,0
"Dragon Wrath",0,10000,10000,550,0,0,600,0,1,0,0,0,0,"Warrior",0,55,0,0,0,0
"Magical Dust",0,10000,750000,413,0,0,300,150,1,0,0,0,0,"Rogue",0,55,0,0,0,0
"Tao Stone",0,10000,500000,275,0,0,0,300,0,0,1,0,0,"Mage",0,55,0,0,0,0
"Pearl Talisman",0,10000,600000,358,0,0,100,250,0,1,0,0,0,"Poet",0,55,0,0,0,0
"Iron Hat",0,10000,700000,700,0,0,2000,1000,0,0,0,0,0,"Peasant",0,70,0,0,0,0
"Heart Hat",0,12500,800000,800,0,0,3500,1750,0,0,0,0,0,"Peasant",0,80,0,0,0,0
"Guard Hat",0,125000,900000,1000,0,0,5000,2500,0,0,0,0,0,"Peasant",0,90,0,0,0,0
"Protector Hat",0,250000,999999,2000,0,0,10000,5000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Heaven Hat",0,500000,999999,3000,0,0,20000,10000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Dragon Hat",0,750000,999999,4000,0,0,30000,15000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Golden Hat",0,1000000,999999,5000,0,0,60000,30000,0,0,0,0,0,"Peasant",0,99,0,1500,0,0
"Diamond Hat",0,1500000,999999,6000,0,0,100000,50000,0,0,0,0,0,"Peasant",0,99,0,2500,0,0
"Mythic Hat",0,50000,750000,2000,0,0,15000,7500,0,0,0,0,0,"Peasant",0,99,500,0,0,0
"Vortex Hat",0,100000,999999,2500,0,0,20000,10000,0,0,0,0,0,"Peasant",0,99,1000,0,0,0
"Grand Master Hat",0,1250000,999999,0,0,0,50000,50000,0,0,0,10000,0,"Peasant",0,99,10000,0,0,0
"Might Helmet E",0,500000,999999,0,0,0,0,0,5,0,0,0,0,"Peasant",0,99,0,0,0,0
"Health Helmet E",0,500000,999999,0,0,0,60000,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Defend Helmet E",0,500000,999999,4500,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Damage Helmet E",0,500000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,2500m5000,2500m5000
"Will Helmet E",0,500000,999999,0,0,0,0,0,0,0,5,0,0,"Peasant",0,99,0,0,0,0
"Mana Helmet E",0,500000,999999,0,0,0,0,30000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Wisdom Helmet E",0,500000,999999,0,0,0,0,0,0,0,0,2500,0,"Peasant",0,99,0,0,0,0
"Conjure Helmet E",0,500000,999999,0,0,0,0,0,0,0,0,0,-50000,"Peasant",0,99,0,0,0,0
"Grace Helmet E",0,500000,999999,0,0,0,0,0,0,5,0,0,0,"Peasant",0,99,0,0,0,0
"Regen Helmet E",0,500000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,5000,0,0,0
"Critical Helmet E",0,500000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Protection Helmet E",0,500000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,5000,0,0
"Might Helmet D",0,750000,999999,0,0,0,0,0,6,0,0,0,0,"Peasant",0,99,0,0,0,0
"Health Helmet D",0,750000,999999,0,0,0,90000,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Defend Helmet D",0,750000,999999,5500,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Damage Helmet D",0,750000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,3500m6000,3500m6000
"Will Helmet D",0,750000,999999,0,0,0,0,0,0,0,6,0,0,"Peasant",0,99,0,0,0,0
"Mana Helmet D",0,750000,999999,0,0,0,0,45000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Wisdom Helmet D",0,750000,999999,0,0,0,0,0,0,0,0,3500,0,"Peasant",0,99,0,0,0,0
"Conjure Helmet D",0,750000,999999,0,0,0,0,0,0,0,0,0,-75000,"Peasant",0,99,0,0,0,0
"Grace Helmet D",0,750000,999999,0,0,0,0,0,0,6,0,0,0,"Peasant",0,99,0,0,0,0
"Regen Helmet D",0,750000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,10000,0,0,0
"Critical Helmet D",0,750000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Protection Helmet D",0,750000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,10000,0,0
"Might Helmet C",0,750000,999999,0,0,0,0,0,6,0,0,0,0,"Peasant",0,99,0,0,0,0
"Health Helmet C",0,750000,999999,0,0,0,90000,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Defend Helmet C",0,750000,999999,5500,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Damage Helmet C",0,750000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,3500m6000,3500m6000
"Will Helmet C",0,750000,999999,0,0,0,0,0,0,0,6,0,0,"Peasant",0,99,0,0,0,0
"Mana Helmet C",0,750000,999999,0,0,0,0,45000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Wisdom Helmet C",0,750000,999999,0,0,0,0,0,0,0,0,3500,0,"Peasant",0,99,0,0,0,0
"Conjure Helmet C",0,750000,999999,0,0,0,0,0,0,0,0,0,-75000,"Peasant",0,99,0,0,0,0
"Grace Helmet C",0,750000,999999,0,0,0,0,0,0,6,0,0,0,"Peasant",0,99,0,0,0,0
"Regen Helmet C",0,750000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,10000,0,0,0
"Critical Helmet C",0,750000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Protection Helmet C",0,750000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,10000,0,0
"Might Helmet B",0,750000,999999,0,0,0,0,0,6,0,0,0,0,"Peasant",0,99,0,0,0,0
"Health Helmet B",0,750000,999999,0,0,0,90000,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Defend Helmet B",0,750000,999999,5500,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Damage Helmet B",0,750000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,3500m6000,3500m6000
"Will Helmet B",0,750000,999999,0,0,0,0,0,0,0,6,0,0,"Peasant",0,99,0,0,0,0
"Mana Helmet B",0,750000,999999,0,0,0,0,45000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Wisdom Helmet B",0,750000,999999,0,0,0,0,0,0,0,0,3500,0,"Peasant",0,99,0,0,0,0
"Conjure Helmet B",0,750000,999999,0,0,0,0,0,0,0,0,0,-75000,"Peasant",0,99,0,0,0,0
"Grace Helmet B",0,750000,999999,0,0,0,0,0,0,6,0,0,0,"Peasant",0,99,0,0,0,0
"Regen Helmet B",0,750000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,10000,0,0,0
"Critical Helmet B",0,750000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Protection Helmet B",0,750000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,10000,0,0
"Eye of Fire",0,500000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Eye of Water",0,500000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Eye of Thunder",0,500000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Eye of Earth",0,500000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Eye of Wind",0,500000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Eye of God",0,1000000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Beginner Ring",0,100,10000,10,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Blue Ring",0,200,50000,50,0,0,0,0,0,0,0,0,0,"Peasant",0,5,0,0,0,0
"Sea Ring",0,500,80000,80,0,0,0,0,0,0,0,0,0,"Peasant",0,8,0,0,0,0
"Purple Ring",0,1000,150000,150,0,0,0,0,0,0,0,0,0,"Peasant",0,15,0,0,0,0
"Red Ring",0,2000,350000,350,0,0,0,0,0,0,0,0,0,"Peasant",0,35,0,0,0,0
"Old Red Ring",0,4000,450000,450,0,0,0,0,0,0,0,0,0,"Peasant",0,45,0,0,0,0
"Exorcist Ring",0,8000,550000,550,0,0,0,0,0,0,0,0,0,"Peasant",0,55,0,0,0,0
"Titanium Glove",0,10000,500000,500,0,0,0,0,0,0,0,0,0,"Warrior",0,50,0,0,0,0
"Bracelet Whisperer",0,10000,500000,375,0,0,0,0,0,0,0,0,0,"Rogue",0,50,0,0,0,0
"Sacred Ring",0,10000,500000,250,0,0,0,0,0,0,0,0,0,"Mage",0,50,0,0,0,0
"Sen Scarf",0,10000,500000,325,0,0,0,0,0,0,0,0,0,"Poet",0,50,0,0,0,0
"Old Titanium Glove",0,125000,550000,550,0,0,0,0,0,0,0,0,0,"Warrior",0,55,0,0,0,0
"Old Whisper Bracelet",0,125000,550000,413,0,0,0,0,0,0,0,0,0,"Rogue",0,55,0,0,0,0
"Old Sacred Ring",0,125000,550000,275,0,0,0,0,0,0,0,0,0,"Mage",0,55,0,0,0,0
"Old Sen Scarf",0,125000,550000,358,0,0,0,0,0,0,0,0,0,"Poet",0,55,0,0,0,0
"Kajang Glove",0,10000,999999,600,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Tung Glove",0,10000,700000,700,0,0,0,0,0,0,0,0,0,"Warrior",0,70,0,0,750m1250,750m1250
"Heart Glove",0,12500,800000,800,0,0,0,0,0,0,0,0,0,"Warrior",0,80,0,0,1500m2000,1500m2000
"Guard Glove",0,62500,900000,1000,0,0,0,0,0,0,0,0,0,"Warrior",0,90,0,0,2000m2500,2000m2500
"Lotus Glove",0,125000,999999,2000,0,0,0,0,0,0,0,0,0,"Warrior",0,99,0,0,2500m3750,2500m3750
"Heaven Glove",0,250000,999999,3000,0,0,0,0,0,0,0,0,0,"Warrior",0,99,0,0,3750m5000,3750m5000
"Dragon Glove",0,375000,999999,4000,0,0,0,0,0,0,0,0,0,"Warrior",0,99,0,0,6000m7000,6000m7000
"Golden Glove",0,500000,999999,5000,0,0,0,0,0,0,0,0,0,"Warrior",0,99,0,0,8000m10000,8000m10000
"Diamond Glove",0,750000,999999,6000,0,0,0,0,0,0,0,0,0,"Warrior",0,99,0,0,11000m12500,11000m12500
"Night Bracelet",0,10000,700000,525,0,0,0,0,0,0,0,0,0,"Rogue",0,70,0,0,400m850,400m850
"Time Bracelet",0,12500,800000,600,0,0,0,0,0,0,0,0,0,"Rogue",0,80,0,0,850m1250,850m1250
"Protector Bracelet",0,62500,900000,750,0,0,0,0,0,0,0,0,0,"Rogue",0,90,0,0,1250m1625,1250m1625
"Mighty Bracelet",0,125000,999999,1500,0,0,0,0,0,0,0,0,0,"Rogue",0,99,0,0,1500m2000,1500m2000
"Heaven Bracelet",0,250000,999999,2250,0,0,0,0,0,0,0,0,0,"Rogue",0,99,0,0,2250m2750,2250m2750
"Dragon Bracelet",0,375000,999999,3000,0,0,0,0,0,0,0,0,0,"Rogue",0,99,0,0,3250m3750,3250m3750
"Golden Bracelet",0,500000,999999,3750,0,0,0,0,0,0,0,0,0,"Rogue",0,99,0,0,5250m5750,5250m5750
"Diamond Bracelet",0,750000,999999,4500,0,0,0,0,0,0,0,0,0,"Rogue",0,99,0,0,7250m7750,7250m7750
"Tiger Ring",0,10000,700000,350,0,0,0,0,0,0,0,500,0,"Mage",0,70,0,0,375m625,375m625
"Animal Ring",0,12500,800000,400,0,0,0,0,0,0,0,1000,0,"Mage",0,80,0,0,625m875,625m875
"Silver Jewel Ring",0,15000,900000,500,0,0,0,0,0,0,0,1625,0,"Mage",0,90,0,0,875m1125,875m1125
"Pure Gold Ring",0,62500,999999,1000,0,0,0,0,0,0,0,1875,0,"Mage",0,99,0,0,1000m1500,1000m1500
"Heaven Ring",0,125000,999999,1500,0,0,0,0,0,0,0,2125,0,"Mage",0,99,0,0,1500m2000,1500m2000
"Dragon Ring",0,250000,999999,2000,0,0,0,0,0,0,0,3125,0,"Mage",0,99,0,0,2250m2750,2250m2750
"Golden Ring",0,500000,999999,2500,0,0,0,0,0,0,0,4500,0,"Mage",0,99,0,0,3000m3500,3000m3500
"Diamond Ring",0,750000,999999,3000,0,0,0,0,0,0,0,6000,0,"Mage",0,99,0,0,4000m4500,4000m4500
"Ye Scarf",0,10000,700000,455,0,0,0,0,0,0,0,350,0,"Poet",0,70,0,0,375m700,375m700
"Bi Scarf",0,12500,800000,520,0,0,0,0,0,0,0,700,0,"Poet",0,80,0,0,700m1000,700m1000
"Senji Scarf",0,15000,900000,650,0,0,0,0,0,0,0,1250,0,"Poet",0,90,0,0,1000m1375,1000m1375
"Ryu Scarf",0,62500,999999,1300,0,0,0,0,0,0,0,1500,0,"Poet",0,99,0,0,1125m1625,1125m1625
"Heaven Scarf",0,125000,999999,1950,0,0,0,0,0,0,0,1750,0,"Poet",0,99,0,0,1825m2125,1825m2125
"Dragon Scarf",0,250000,999999,2600,0,0,0,0,0,0,0,2750,0,"Poet",0,99,0,0,2500m3000,2500m3000
"Golden Scarf",0,500000,999999,3250,0,0,0,0,0,0,0,3750,0,"Poet",0,99,0,0,3000m3500,3000m3500
"Diamond Scarf",0,750000,999999,3900,0,0,0,0,0,0,0,4750,0,"Poet",0,99,0,0,4000m4500,4000m4500
"Mythic Glove",0,25000,750000,2000,0,0,0,0,0,0,0,0,0,"Warrior",0,99,0,0,2500m3750,2500m3750
"Mythic Bracelet",0,25000,750000,1500,0,0,0,0,0,0,0,0,0,"Rogue",0,99,0,0,1500m2000,1500m2000
"Mythic Ring",0,25000,750000,1000,0,0,0,0,0,0,0,1875,0,"Mage",0,99,0,0,1000m1500,1000m1500
"Mythic Scarf",0,25000,750000,1300,0,0,0,0,0,0,0,1500,0,"Poet",0,99,0,0,1125m1625,1125m1625
"Mythic Pendulum",0,25000,750000,1000,0,0,0,0,0,0,0,1500,0,"Peasant",0,99,0,0,1000m1500,1000m1500
"Vortex Glove",0,50000,999999,2500,0,0,0,0,0,0,0,0,0,"Warrior",0,99,0,0,3500m4250,3500m4250
"Vortex Bracelet",0,50000,999999,2000,0,0,0,0,0,0,0,0,0,"Rogue",0,99,0,0,2000m2500,2000m2500
"Vortex Ring",0,50000,999999,1500,0,0,0,0,0,0,0,2250,0,"Mage",0,99,0,0,1500m2000,1500m2000
"Vortex Scarf",0,50000,999999,1800,0,0,0,0,0,0,0,2000,0,"Poet",0,99,0,0,1625m2125,1625m2125
"Vortex Pendulum",0,50000,999999,1500,0,0,0,0,0,0,0,2000,0,"Peasant",0,99,0,0,1500m2000,1500m2000
"Might Glove E",0,62500,999999,0,0,0,0,0,3,0,0,0,0,"Peasant",0,99,0,0,0,0
"Health Glove E",0,62500,999999,0,0,0,30000,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Defend Glove E",0,62500,999999,2500,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Damage Bracelet E",0,62500,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,5000m6000,5000m6000
"Will Ring E",0,62500,999999,0,0,0,0,0,0,0,3,0,0,"Peasant",0,99,0,0,0,0
"Mana Ring E",0,62500,999999,0,0,0,0,15000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Wisdom Ring E",0,62500,999999,0,0,0,0,0,0,0,0,2500,0,"Peasant",0,99,0,0,0,0
"Conjure Bracelet E",0,62500,999999,0,0,0,0,0,0,0,0,0,-25000,"Peasant",0,99,0,0,0,0
"Grace Scarf E",0,62500,999999,0,0,0,0,0,0,3,0,0,0,"Peasant",0,99,0,0,0,0
"Regen Scarf E",0,62500,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,3500,0,0,0
"Critical Bracelet E",0,62500,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Protection Scarf E",0,62500,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,3500,0,0
"Might Glove D",0,90000,999999,0,0,0,0,0,4,0,0,0,0,"Peasant",0,99,0,0,0,0
"Health Glove D",0,90000,999999,0,0,0,45000,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Defend Glove D",0,90000,999999,3000,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Damage Bracelet D",0,90000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,6000m7000,6000m7000
"Will Ring D",0,90000,999999,0,0,0,0,0,0,0,4,0,0,"Peasant",0,99,0,0,0,0
"Mana Ring D",0,90000,999999,0,0,0,0,22500,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Wisdom Ring D",0,90000,999999,0,0,0,0,0,0,0,0,3500,0,"Peasant",0,99,0,0,0,0
"Conjure Bracelet D",0,90000,999999,0,0,0,0,0,0,0,0,0,-37000,"Peasant",0,99,0,0,0,0
"Grace Scarf D",0,90000,999999,0,0,0,0,0,0,4,0,0,0,"Peasant",0,99,0,0,0,0
"Regen Scarf D",0,90000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,5000,0,0,0
"Critical Bracelet D",0,90000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Protection Scarf D",0,90000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,5000,0,0
"Might Glove C",0,90000,999999,0,0,0,0,0,4,0,0,0,0,"Peasant",0,99,0,0,0,0
"Health Glove C",0,90000,999999,0,0,0,45000,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Defend Glove C",0,90000,999999,3000,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Damage Bracelet C",0,90000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,6000m7000,6000m7000
"Will Ring C",0,90000,999999,0,0,0,0,0,0,0,4,0,0,"Peasant",0,99,0,0,0,0
"Mana Ring C",0,90000,999999,0,0,0,0,22500,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Wisdom Ring C",0,90000,999999,0,0,0,0,0,0,0,0,3500,0,"Peasant",0,99,0,0,0,0
"Conjure Bracelet C",0,90000,999999,0,0,0,0,0,0,0,0,0,-37000,"Peasant",0,99,0,0,0,0
"Grace Scarf C",0,90000,999999,0,0,0,0,0,0,4,0,0,0,"Peasant",0,99,0,0,0,0
"Regen Scarf C",0,90000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,5000,0,0,0
"Critical Bracelet C",0,90000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Protection Scarf C",0,90000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,5000,0,0
"Might Glove B",0,90000,999999,0,0,0,0,0,4,0,0,0,0,"Peasant",0,99,0,0,0,0
"Health Glove B",0,90000,999999,0,0,0,45000,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Defend Glove B",0,90000,999999,3000,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Damage Bracelet B",0,90000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,6000m7000,6000m7000
"Will Ring B",0,90000,999999,0,0,0,0,0,0,0,4,0,0,"Peasant",0,99,0,0,0,0
"Mana Ring B",0,90000,999999,0,0,0,0,22500,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Wisdom Ring B",0,90000,999999,0,0,0,0,0,0,0,0,3500,0,"Peasant",0,99,0,0,0,0
"Conjure Bracelet B",0,90000,999999,0,0,0,0,0,0,0,0,0,-37000,"Peasant",0,99,0,0,0,0
"Grace Scarf B",0,90000,999999,0,0,0,0,0,0,4,0,0,0,"Peasant",0,99,0,0,0,0
"Regen Scarf B",0,90000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,5000,0,0,0
"Critical Bracelet B",0,90000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Protection Scarf B",0,90000,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,5000,0,0
"Darkness Pike",0,1000,100000,0,0,0,500,250,0,0,0,0,0,"Peasant",0,10,0,0,0,0
"Gobu Benefaction",0,10000,120000,0,0,0,0,500,0,0,0,0,0,"Poet",0,12,0,0,0,0
"Hardness Heart",0,10000,200000,0,0,0,700,350,0,0,0,0,0,"Peasant",0,20,0,0,0,0
"Lucky Coin",0,10000,250000,0,0,0,750,500,0,0,0,0,0,"Rogue",0,25,0,0,0,0
"Thunder Shield",0,10000,400000,0,0,0,2500,0,0,0,0,0,0,"Warrior",0,40,0,0,0,0
"Fragile Rose",0,10000,400000,0,0,0,1000,1000,0,0,0,0,0,"Poet",0,40,0,0,0,0
"Gods Food",0,10000,550000,0,0,0,1500,0,0,0,0,0,0,"Warrior",0,55,0,0,0,0
"Poet Pen",0,10000,700000,0,0,0,0,3500,0,0,0,0,0,"Mage",0,70,0,0,0,0
"Water Shield",0,10000,700000,0,0,0,2000,1000,0,0,0,0,0,"Peasant",0,70,0,0,0,0
"Poet Book",0,10000,850000,0,0,0,0,5000,0,0,0,0,0,"Mage",0,90,0,0,0,0
"Silver Coin Talisman",0,10000,900000,0,0,0,1500,1000,0,0,0,0,0,"Rogue",0,90,0,0,0,0
"Holy Water",0,10000,950000,0,0,0,2000,2000,0,0,0,0,0,"Poet",0,90,0,0,0,0
"Gods Eye",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Quiser Flower",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Mythic Boots",0,25000,750000,0,0,0,7500,3750,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Mythic Muffler",0,25000,750000,0,0,0,7500,3750,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Vortex Boots",0,50000,999999,0,0,0,10000,5000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Vortex Muffler",0,50000,999999,0,0,0,10000,5000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Red String",0,7500,999999,0,0,0,2500,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Silver Chalice",0,7500,999999,0,0,0,1000,1000,0,0,0,0,-3500,"Peasant",0,99,1000,0,0,0
"Blue Stone Necklace",0,7500,999999,0,0,0,0,2500,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Purple Pendant",0,7500,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,500m1000,500m1000
"Old Book",0,7500,999999,0,0,0,0,0,0,0,0,500,0,"Peasant",0,99,0,0,0,0
"Gold String",0,7500,999999,0,0,0,5000,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Yellow Stone Necklace",0,7500,999999,0,0,0,0,5000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Red Ribbon",0,7500,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,1000m1500,1000m1500
"Brown Book",0,7500,999999,0,0,0,0,0,0,0,0,1000,0,"Peasant",0,99,0,0,0,0
"White Pendant",0,7500,999999,500,0,0,1500,1500,0,0,0,0,0,"Peasant",0,99,0,500,0,0
"Gold Chalice",0,7500,999999,0,0,0,2500,2500,0,0,0,0,-7000,"Peasant",0,99,2500,0,0,0
"Triangle Earring",0,7500,999999,0,0,0,10000,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Moon Stone Earring",0,7500,999999,0,0,0,0,10000,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Devil Book",0,7500,999999,0,0,0,0,-5,0,0,0,2500,0,"Peasant",0,99,0,0,0,0
"Red Earring",0,7500,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Ancient Book",0,7500,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,99,0,0,0,0
"Santa Hat",0,2,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Adventurer Shoes",0,100,1,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Tameng Ayam",0,2,350000,100000,0,0,0,0,0,0,0,0,-100000,"Peasant",0,1,0,100000,0,0
"Busur Ayam",0,2,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Tongkat Ayam",0,2,10000,0,100,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Balon O",0,2,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Balon X",0,2,10000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Magician Rod",0,2,999999,0,0,0,0,0,1,0,0,0,0,"Peasant",0,1,0,0,0,0
"Tongkat Petasan",0,2,999999,0,100,0,0,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Panah Ayam",0,2,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Pedang Ayam OX",0,2,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Wooden Bow",0,500000,999999,0,0,0,0,0,0,0,0,0,0,"24",0,99,0,0,8000m12000,8000m12000
"Red Orb Staff",0,500000,999999,1500,0,0,0,50000,0,0,0,27500,0,"27",0,99,0,0,0,0
"Lope Bow Amethyst",0,0,999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Torch Fire",0,0,9999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Torch Ice",0,0,9999999,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Rift Shield",0,100,600000,2000,0,0,0,5000,0,0,0,0,-15000,"Peasant",0,99,0,10000,0,0
"Rift Shield +1",0,100,700000,2000,0,0,0,5000,0,0,0,0,-15000,"Peasant",0,99,0,10000,0,0
"Rift Shield +2",0,100,800000,2000,0,0,0,5000,0,0,0,0,-15000,"Peasant",0,99,0,10000,0,0
"Rift Shield +3",0,100,900000,2000,0,0,0,5000,0,0,0,0,-15000,"Peasant",0,99,0,10000,0,0
