"Name","Unknown 1","Value","Durability","Armor","Hit","Damage","Vitality","Mana","Might","Grace","Will","Unknown 2","Unknown 3","Class","Unknown 4","Level","Regen","Protection","Damage S","Damage L"
"baladi dress26",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Yellow Mandarin hat",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ee san YongSang",10,300000,240000,0,0,0,20000,16000,0,2,8,0,0,"Mage",2,99,5,0,10m20,10m20
"Lime academy waves",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 108",1,10,1000000,0,0,0,-2160000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Blonde side-feathered hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black Fluffy wings",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Storm bat wings",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Russet ruffled gown",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Brown greaser",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sun white glasses",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sa san nimble blade",10,400000,2200000,-2,4,3,17500,17500,0,3,2,0,0,"Rogue",4,99,5,0,570m580,570m580
"Taupe sleepy hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Heavy silver scarf",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Violet kyunwoo hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Grey tree female coat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Star armor dress",1,10800,65000,-35,0,0,0,0,0,0,0,0,0,"Rogue",0,66,0,0,0,0
"Mana Balance 200",1,10,1000000,0,0,0,0,-2000000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Purple Kung fu",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lavender love jokduri",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Shade chongot",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Faded mountaineer garb",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black spry shield",1,20000,300000,-5,0,0,1000,1000,0,-2,0,0,0,"Rogue",1,99,3,3,0,0
"Earth clothes",1,4000,45000,-25,0,0,0,0,0,0,0,0,0,"Mage",0,56,0,0,0,0
"Slate top hat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Cryptic Jingum Jian",20,50000,400000,0,5,0,25000,12500,0,8,0,0,0,"Rogue",3,99,0,0,400m575,400m575
"Aubergine angel wings",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Atataka uchikake",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sky goth hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Forest malong shoes",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Grey Maiden bun",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blue snazzy skirt",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lilac purse",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,1m20,1m20
"Heart chained ruby pendant",1,10000,100000,0,0,0,3000,1500,0,0,0,0,0,"Peasant",1,99,10,0,0,0
"Sticky tako hat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Cherry zhaoshan",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Purple Valkyrie",1,5000,5000,4,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,1,0,0
"Grey zigzag chop",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Festive mountaineer attire",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Winter holiday boots",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 43",1,10,1000000,0,0,0,-860000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"aqua whiskers",1,20000,1,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black dog mask",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Navy wise hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Supreme etched staff",10,200000,500000,-12,10,0,15000,30000,0,5,14,0,0,"Poet",3,99,0,5,30m40,30m40
"Slate butterfly bow",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Emerald moth antenna",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Bear sword",0,5000,1000000,0,5,5,0,0,0,0,0,0,0,"Peasant",0,50,0,0,50m100,50m110
"Mana Balance 67",1,10,1000000,0,0,0,0,-670000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Grey Valentine bow hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Royal mantiya",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Saffron veil",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Helm of balance",1,10000,30000,-10,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Helmet of knowledge",1,10000,30000,-10,0,0,0,0,0,0,0,0,0,"Peasant",0,0,20,0,0,0
"Palest Pink Fan",0,100,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,11,0,0,1m2,1m2
"Smoky namja hanbok",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Winter ruby skirt",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Plum casual hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lavendar clover",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Pink inferno shield",1,20000,300000,-5,0,0,0,8000,0,-9,6,0,0,"Mage",3,99,5,5,0,0
"Test wood arrow5",1,100,1000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,5m10,5m10
"Her flannel pjs",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Palm beach sandals",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Slate clerics knot",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ginko tousled cut",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Good Kon Ip plate",10,250000,250000,-36,0,0,900,900,1,2,3,0,0,"Mage",2,99,20,1,0,0
"Aqua Hare female ears",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Toxic long coat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blue straight bangs",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vulture winged helm",1,40000,160000,-8,0,0,500,150,1,1,1,0,0,"Peasant",1,99,20,2,0,0
"Violet rose bouquet",0,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,11,0,0,30m70,40m70
"Silver adorned mantle",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Short sunset baji",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sam san spike",100,200000,10000000,2,-5,7,40000,0,2,0,0,0,0,"Warrior",3,99,0,0,90m450,90m450
"Samogwandae shell hat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Brown odango",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Tiny gold crown",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black sun visor",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sun helmet",1,5000,30000,-10,0,0,0,0,0,0,0,0,0,"Peasant",0,0,20,0,0,0
"Violet plumate coat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Old Luck amulet",30,400000,180000,-11,0,8,5400,900,3,4,0,0,0,"Peasant",2,99,5,2,0,0
"Pleinair ribboned hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ivy olive cap",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Golden witches dress",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"purple van dike",1,20000,1,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Purple ranch coat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Demonic Miasma",115,400000,320000,-5,0,0,8000,20000,0,2,3,0,0,"Peasant",3,99,10,0,180m360,180m360
"Cerise peacock tail",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"White snowman",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lucky bouquet",1,1000,100000,0,0,0,0,0,0,10,10,0,0,"Peasant",0,0,0,0,5m5,10m10
"Copper nocturnal shield",1,20000,300000,-4,0,0,1000,2000,0,-1,4,0,0,"Poet",2,99,8,0,0,0
"Winter cadet coat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Pepper dainty dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Archon ornate crown",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Dark Blue earflap beanie",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Silver shisho spikes",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Red cat hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Soul charm",1,20000,300000,-2,0,0,250,500,0,-1,2,0,0,"Poet",0,97,4,0,0,0
"Mariner pirate boots",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Carnival heart wand",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,1m20,1m20
"Prism gomooshin",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"doll mask",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lover's dark left wing",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lemon academy shorts",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mana Balance 134",1,10,1000000,0,0,0,0,-1340000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Red winter jacket",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Red male pom beanie",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Dark purple floral circlet",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Green-white ringed gown",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black fauxhawk hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lime recess lid",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"jupe21",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Archmagus staff",110,300000,240000,-5,0,0,0,12000,0,0,4,0,0,"Peasant",2,99,0,2,150m290,150m290
"Elven desert bodice",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Purple Mary Janes",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Darkstaff",5,500,5000000,0,0,0,0,1000,0,0,5,0,0,"Poet",0,95,0,0,60m80,60m80
"Emissary's garb",1,29000,95000,-42,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Green pilgrim suit",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Silver curly pigtails",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Small eyed skull",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Chocolate baeja knot",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Jade thunder shield",1,20000,300000,-6,0,0,1000,0,0,-4,0,0,0,"Warrior",0,97,2,2,0,0
"Baji jungle hair",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Djinn headress13",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Hwalot copper",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blonde sleek tie",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Emerald butterfly wings",1,1000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Purple long hanbok",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Summer ninetails",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"baladi dress27",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Dk red Mandarin hat",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Pumpkin academy waves",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 109",1,10,1000000,0,0,0,-2180000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Red side-feathered hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Midnight Fluffy wings",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lilac bat wings",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Spectral ruffled gown",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Grey greaser",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Primogen of Sun Moon",0,100000,5000000,0,0,0,0,1000,0,0,12,0,0,"Peasant",0,70,0,0,90m90,100m100
"Sun yellow glasses",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"End game 5",30,100000,80000,-10,3,4,1500,1000,2,2,1,0,0,"Peasant",0,99,3,0,120m200,120m200
"Brown sleepy hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Poisoned autumn dart",1,100,100,0,0,0,0,0,0,0,0,0,0,"Rogue",0,20,0,0,600m1200,200m600
"Heavy pewter scarf",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Hotpink kyunwoo hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blue tree female coat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Moon armor dress",1,19200,80000,-38,0,0,0,0,0,0,0,0,0,"Rogue",0,76,0,0,0,0
"Mana Balance 201",1,10,1000000,0,0,0,0,-2010000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Saffron chongot",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Dashing mountaineer garb",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black haste shield",1,20000,300000,-6,0,0,2000,2000,0,-2,0,0,0,"Rogue",2,99,4,4,0,0
"Star clothes",1,10400,70000,-30,0,0,0,0,0,0,0,0,0,"Mage",0,66,0,0,0,0
"Cobalt angel wings",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Yoruno uchikake",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Pumpkin goth hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Archon malong shoes",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Aqua Maiden dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mustard snazzy skirt",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Heart chained sapphire pendant",1,10000,100000,0,0,0,5000,2500,0,0,0,0,0,"Peasant",2,99,10,0,0,0
"Wolf armor",1,10,3000,-8,1,1,50,25,0,0,0,0,0,"Rogue",0,1,0,0,0,0
"Dizzy tako hat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Onyx zhaoshan",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blue Valkyrie",1,5000,5000,4,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,1,0,0
"Fiery zigzag chop",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Tubular mountaineer attire",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Winter holiday skirt",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Vitality Balance 44",1,10,1000000,0,0,0,-880000,0,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"light brown whiskers",1,20000,1,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Red dog mask",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Orange wise hair",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Violet butterfly bow",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Dusky moth antenna",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mana Balance 68",1,10,1000000,0,0,0,0,-680000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Red elven gale cut",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Light brown Valentine bow hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Dragon Scale Hood",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Romantic mantiya",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ice shard",2,2000,100000,-5,1,1,0,0,0,0,0,0,0,"Peasant",0,11,4,0,0,0
"Crown of the wise",1,500000,1000,-10,0,0,100,100,0,0,3,0,0,"Peasant",0,10,10,5,0,0
"Jasper namja hanbok",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Winter spring skirt",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Pink dim shield",1,20000,300000,-1,0,0,125,250,0,-1,1,0,0,"Poet",0,69,2,0,0,0
"Concealed Jingum Xie",0,50000,5000000,0,0,5,500,0,5,0,0,0,0,"Warrior",0,50,0,0,80m100,80m100
"Her cozy pjs",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sunny beach sandals",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Ruby clerics knot",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Dark green purse",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,1m20,1m20
"Good Nalgae plate",10,250000,250000,-32,0,0,300,1500,0,3,3,0,0,"Poet",2,99,20,1,0,0
"Purple Hare female ears",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Brown spiked cut",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sky straight bangs",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Condor winged helm",1,50000,240000,-9,0,0,600,200,1,1,2,0,0,"Peasant",2,99,20,2,0,0
"Black Shimui",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Drop fillet16",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Bronze adorned mantle",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Crusader's tempered blade",20,50000,5000000,0,2,5,15000,3000,5,0,0,0,0,"Warrior",2,99,0,0,150m450,150m450
"Samogwandae rose hat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"White sun visor",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Baekho helm",1,10000,30000,-10,0,0,0,100,0,3,0,0,0,"Peasant",0,0,20,0,0,0
"Rose skating hair",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Roseate plumate coat",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Green officer dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Old Spirit mask",30,400000,180000,-11,4,6,1800,2700,2,5,0,0,0,"Peasant",2,99,5,2,0,0
"Ivy jay cap",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Plum witches hat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"orange van dike",1,20000,1,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Oceana sword",0,5000,1000000,0,5,5,0,0,0,0,0,0,0,"Peasant",0,50,0,0,50m100,50m110
"Purple peacock tail",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Djinn green headress",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Copper twilight shield",1,20000,300000,-5,0,0,2000,4000,0,-1,5,0,0,"Poet",3,99,9,0,0,0
"Anemone Fan",0,100,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,11,0,0,1m2,1m2
"Winter frost coat",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Royal dainty dress",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Cream earflap beanie",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blonde shisho spikes",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Gold feather wings",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Purple pirate boots",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sunset gomooshin",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Test wood arrow6",1,100,1000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,5m10,5m10
"Lover's gold right wing",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Blue paw",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Sam san YongSang",10,350000,300000,0,0,0,30000,24000,0,2,8,0,0,"Mage",3,99,5,0,10m20,10m20
"Red academy shorts",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Mana Balance 135",1,10,1000000,0,0,0,0,-1350000,0,0,0,0,0,"Peasant",0,1,0,0,0,0
"Brown winter sweater",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Gold female pom beanie",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Fifteenth anniversary shield",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Billowing goddess gown",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Black rose bouquet",0,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,11,0,0,30m70,40m70
"Blue-brown ringed gown",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Nuage recess lid",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Pink bonnet",1,1000,40000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Surge",35,100000,50000,0,0,0,0,1200,0,0,12,0,0,"Mage",0,95,0,0,10m20,15m25
"Adorned ash garb",1,1000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"jupe26",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Elven purpleheart bodice",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Orange Mary Janes",1,1000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Emissary's gown",1,29000,95000,-42,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Olive pilgrim suit",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Oval eyed skull",1,5000,100000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Lucky staff",0,10000,5000000,0,0,0,0,0,0,10,10,0,0,"Peasant",0,0,0,0,20m20,20m20
"Grape baeja knot",1,5000,400000,0,0,0,0,0,0,0,0,0,0,"Peasant",0,0,0,0,0,0
"Jade torrent shield",1,20000,300000,-7,0,0,2000,0,0,-3,0,0,0,"Warrior",1,99,3,3,0,0
